user_id,first_event_article_id,last_event_article_id,first_event_wiki_id,last_event_wiki_id,is_same_article,is_same_wiki
0000a974a559a2708f63f5d53a8bd2d0,2077,2077,500792,500792,true,true
0000e6fc7492cc62903588992421d3a0,15683,15683,621556,621556,true,true
0001a54ec9845f4036eb3f0a22187156,1461,1461,701769,701769,true,true
00059c105ba08f6960692a1b778493a8,3925,23249,177996,177996,false,true
00063d3beb6f08716fc7b2550a22053b,3711,196615,1249,1249,false,true
0007e7d01e8477314386f8ea70a5d4f6,2266,9263,4541,4541,false,true
0007ebe4131eb8ecb0e23b8c1b809a3f,1244,0,1510109,1510109,false,true
000a5bb6f9b35bdaccdcd16073b1d44e,13928,13928,381,381,true,true
000d4b5460fdff43bc9e8c18d2a00c1c,2488,2488,135472,135472,true,true
0010b3338a41add0baf357911e2e6833,"","",2535360,571430,false,false
0016ca5cd90e7401be7fa18416ec04b1,188509,6634,1544,1544,false,true
001fd9d3f447eadd6cf54b1b8e867e3a,3904,3904,1080509,1080509,true,true
0021302ba53f061f077adc2eae3c16cb,6209,6209,4055,4055,true,true
0026da57ecb4bcab626a0504b30e4348,22231,22231,613320,613320,true,true
00296e2cfe48191a7d89f047339f1043,8100,8100,7542,7542,true,true
0029bb14df6d2cd356c7f2d1b6bf65b0,4579,4579,5813,5813,true,true
002b837a09eafb7987d24ad47468fe1a,392187,392187,4396,4396,true,true
002ce626917cdc449dcae83c5fd3afd2,118146,118069,250551,250551,false,true
003816abb34b9c66924b107a48f4dc1f,2561,6014,849806,849806,false,true
00482e0d38afa790d914e1bc1b683c64,3,3,1736232,1736232,true,true
0051cd5cd1e5d38a442bcf1fded0ee72,3559,3559,10994,10994,true,true
00531d9fead3596889438e52d3ceb461,98,2739,1404895,1404895,false,true
0053799d95830030309453f59d4aab21,33696,33696,2129399,2129399,true,true
005475473b10b5e7a55d352bb7d6897d,12304,12239,1770734,1770734,false,true
0057c7927445deaf2c21a5f11f21a369,3011,5846,174,174,false,true
00603cf577571c6e27232900126d3019,30246,1284,795,795,false,true
00639efa7d49e0ea80c1c3e11f5a42b1,2405,2405,29845,29845,true,true
00644612cdf311657e4519c627f74801,2141,2141,941394,941394,true,true
0065053db47d08a707c305bd9d6e5580,32883,32883,1014,1014,true,true
00750adcb293c6f36367a798a4d75e7e,2425,2425,509,509,true,true
007526ca230ec50c49c281a41e6a8ea3,195317,195317,1706,1706,true,true
00760527a7dd0fc60e2267f7720774b6,44805,44805,13367,13367,true,true
00768fbb5a7f6f996b119f309d30d084,120,2754,2004834,2004834,false,true
0078f6991e8f38ebd4a8326ef8c2ab1c,2146,2146,1140787,1140787,true,true
007abacfe54d12a630b7ef68d0175dba,107,140,2041249,2041249,false,true
007eb7cbcb944a6165ad61ade3d9af68,2593,12780,2293362,2293362,false,true
0080a27379da43a3dcf34b0daaa3c63e,148645,148645,6342,6342,true,true
0082c153186fd990591d93703c396598,738725,425915,"",632746,false,false
0082e71be683aeff55975e7390fea0b9,192697,192697,268217,268217,true,true
00835c459602bbad1766dcb1ef5c9a18,77907,419105,1241752,1241752,false,true
0084fb3415ddbf732fee3bb7c13d0757,8440,8440,1068675,1068675,true,true
008910bcee6fcec99890ac9be60f363c,136044,933492,194308,194308,false,true
0089ae7fe423e72d88d9f8cb3cd45b63,2189,2237,986551,986551,false,true
008a13e9ebbe77d1df06248745df7b29,6367,6439,1230965,1230965,false,true
008cf0bd21ab1fdbd172664cccbba472,1525199,1525377,544934,544934,false,true
008ec71aef261d29e778c40426dce9ba,7699,23950,558705,558705,false,true
008f28e998402ef70449abe33501b249,4988,0,1493759,1493759,false,true
00927837cd44441893282b46747b65a2,41510,38680,3443,3443,false,true
009fb9acebcdba5b41746d708375fb98,2480,2482,543,543,false,true
00a03a13f3eebd7f0481df23cda430ca,34912,524162,49647,1544,false,false
00a0a6a96dca23e67cf5660084cb5195,122,125,2102621,2102621,false,true
00a6716f3f3f93858b0ca98df7a514be,41732,90222,694485,694485,false,true
00a7ccc3a73b99636df8d12b7563985c,4043968,4047537,1867592,1867592,false,true
00aa2fdf7d9aebd40c155403bf5e2c51,2184,2184,1055644,1055644,true,true
00b6ac0fd80589d997d3d44b31e1d0fc,3202,3202,35322,35322,true,true
00b6e5996b78e3c2a694ca3660880dd1,653550,653550,374,374,true,true
00bbd57cf910e97de9823b62cd58965e,330750,330750,3124,3124,true,true
00bc052cff6d992f0ed2e42f52643408,431,431,2381124,2381124,true,true
00c080300f12630bcfe51395709f9e86,45213,45213,"","",false,false
00c14d2cd5622809a52cc6fb360d5b6a,94,3,1637869,1637869,false,true
00c165ed55f70a1cb0fd7427dc73d664,323923,1797,2569,2569,false,true
00cbbd37479648b477038a9406679a5d,10196,10196,1006900,1006900,true,true
00cbfdaac8cc46b19b3f89309a3ff5e2,1462,1462,1055,1055,true,true
00d1717b282c46fd7f5ebb062e48c72a,6935,27235,3166,3166,false,true
00e671afbe4f2d3218908b93ba6d37ba,"",41748,1706,1706,false,true
00e8781ad408535d26fec207dc5925c9,3490,564502,2233,2233,false,true
00ea66703c880f87a3f3bbd06ee4b1e6,"",1205,2461115,2461115,false,true
00ea85dbf86e5fb98e0d12e505fcf445,1952,2848,271374,271374,false,true
00edf0ccad217480eb94ffff7e216762,15679,5031,2025468,2025468,false,true
00f458d9a0a429b6a8b91bb4d8ae3c80,7715,7715,458381,458381,true,true
00f71d38119105cdb7e69afdc71ddd5f,30294,30294,338386,338386,true,true
00fa3cc81e720fbb8af0bf3c67674e79,1497,1385013,532,532,false,true
01027463452b676d6030a03180d9cb42,12825,12825,2857,2857,true,true
010373ef1f75faea76624fcf5f45d03d,2100,594499,989102,194308,false,false
010669c096e13fd936efa5e2ae407feb,273,273,1925262,1925262,true,true
010cef13f98d5432247133c1f9e83a6a,38047,38047,410,410,true,true
0115f66d1897cae3c28c3bf4f907b053,2293,2307,1011875,1011875,false,true
0115fc781ae72ad7ca51cb6795f1be3e,3250,3223,1039611,1039611,false,true
0117b8f2d9c5d0e993497dfa86ccd53c,23460,24088,2857,2857,false,true
011d422fbbf341c9d5252b800fa05a76,3,302,1736232,1736232,false,true
011e62ccf5fd391297a413896f900564,134,1804,1828533,1828533,false,true
0125d67e31cd0afbde06084c925ce83c,9522,3167,1589971,1589971,false,true
0125e2e0e1f9175948dd0d4e0d73fd57,1987750,1822360,185111,185111,false,true
012aa55eb5587666f6c06d64e631574e,694298,694298,14316,14316,true,true
013168b6bf2c718bb950f8bda42d2892,2055,12239,9969,9969,false,true
01323a91fa331f16c8efa67e6cfeac03,1461,1461,13781,13781,true,true
013348d8bf0b46c6b2c88af8877702e0,23977,53992,1096023,1096023,false,true
0135a5073230c4d595a414d48de3045b,4783,4783,7985,7985,true,true
014154dd496357d28ffd35512e8ac4c5,1001855,583216,22439,22439,false,true
0146c038941742b5f38f33c23e540b02,0,0,2327222,2327222,true,true
0148b1691fb34b0b7a84cc90d22897a8,1703,4228,249133,249133,false,true
014aaf2cfcd53455ab20ac1a0f00d369,3344,3344,105367,105367,true,true
014e8f79527f2efe0d4f16cb5d12c7df,3010,4760,794972,794972,false,true
0156c8e7c912cca55b7638dd8b272b93,112,479,2142236,2142236,false,true
015a8776ef018565b801073dfeee525c,14312,192,1654382,1654382,false,true
015bb74cfeb716ab78b3de094b6d25c4,4,84,2008031,2008031,false,true
015c1b76bc42c57b19dbed6e12883f01,573413,572795,3035,3035,false,true
015e4748020dc7ecb5ea540e42f10d24,1461,2581094,1030786,1030786,false,true
0160bb929f1f8797352f38832fb148e2,5561,5561,1434381,1434381,true,true
0161d5b11467e33751edea5786f28a85,161746,161746,410,410,true,true
016a523bf113b5b73b6e37ecd5439912,105492,358,113,113,false,true
016a7a46cdbc41fcb35a910c080c72d7,4404,15111,1230965,1230965,false,true
016b26579cb33e51561b0965507ae278,2795,24491,2233,1183354,false,false
016d2cb6da0dbc3533887485b670fff8,752024,667882,14316,14316,false,true
016d4230c916e44783e183957d852b0d,650,4341,2293523,2293523,false,true
016eac0b5cabb875c7ab7c8574bef44b,6736,6736,2129399,2129399,true,true
016f8a6d84a38bb8a4e25356b3e39990,2129,2028,118674,118674,false,true
01722faaee2a0869621a4be5b0bfd023,223912,224636,3510,3510,false,true
01824e2b8e806aa112f3648a2f1977fd,1367579,1024094,2233,2233,false,true
01831fc42fa5f1a207944521ec80a1a1,30188,30188,5458,5458,true,true
0193563bfb8f638ea9769ba02accf817,243,237,2356778,2356778,false,true
01988308b5f8f8f70308dbccd2cd9315,4,82,1984678,1984678,false,true
019977dfc7a2170a0b3cc8065b28e8bd,2066,2066,664627,664627,true,true
019b14b039184b1a6b21394c2c4f529b,2185,2185,997342,997342,true,true
019df257e59cacf0872acfc24b9fb3c1,3,572,1718826,1718826,false,true
01a04a0cf8c6429605e9d6b83a0fa598,15475,3933,750283,750283,false,true
01a1a5435d97750f9083086e1c07c9df,57313,64105,3469,3469,false,true
01a2337cab32c89c408cbb824340b88d,11354,11354,2009968,2009968,true,true
01ab4392265ba5d830014aa89bd0a778,11600,6524,421599,421599,false,true
01ae31a953e1d7e9f4450577b4b3abbb,23260,7933,5656,5656,false,true
01b112a9c7e342d94bcbf8dd4029aea7,2408,2274,41019,41019,false,true
01b4318cd33dfdcc00763133a63659a1,33,607,747763,747763,false,true
01c715c557f119074e0438ecd11cf60d,2157,241022,2111,2111,false,true
01cd3872acdf69def6b9466beb2ec544,39824,39824,653222,653222,true,true
01d4132bcff93ef5db356b7e3002b194,197863,193275,3125,3125,false,true
01d5b870f73e853d79c80303baf75089,"","",1619358,1619358,false,true
01d9b2dfe4010b0d25b21084d04df56f,31039,44472,476932,476932,false,true
01da8c1b125fe81184fcd3b2437835b5,10077,10077,1581,1581,true,true
01daca3da15c77c6a9be020eaf272381,13504,19369,72781,72781,false,true
01dc8e28a13fed6d3acda08785b81559,146956,125652,2294461,2294461,false,true
01df2841a2d48237bdfee2f945653bcc,2127,2127,613320,613320,true,true
01e3f600bd24834bb9d493d9098d4fa3,148997,148997,22001,22001,true,true
01e46893bc27e15d73bfe9bbc1375723,13890,27939,643102,643102,false,true
01e51b0c79b66f279fd75d4369355bfc,2264,2264,1011875,1011875,true,true
01ea329ee76f73e35fcde24e75f8f465,5075,5075,643540,643540,true,true
01eca0c9fb922ca0cec065c32bd7dec5,511054,1235677,544934,544934,false,true
01ed4a57e76dbeb89f0e5a813a6aa129,2116,2186,652966,652966,false,true
01ed655516da906e66aa1eeddbcb1d8a,54085,54085,68170,68170,true,true
01ef89afbdd2ee088d827802d461383e,133525,133525,3626,3626,true,true
01efc0d8591412cf236e03e905211f77,3694,3960,1055,1055,false,true
01f1f7aef8b7805042373b2dcd00cdc3,66782,66782,1081,1081,true,true
01f456b0322c47180a8d593b6b0b13d9,15391,445,1654382,1654382,false,true
01f565ea52bffec8116e9698be2d6628,431334,403285,410,410,false,true
01f6ca21caf0d5a80ecb767f3613f5c5,246,246,117128,117128,true,true
01f7b977eea7bfb4b4c36e74bd7e6494,21443,102,1919007,1919007,false,true
01f81cbb1ab1cc229e47c8ef007d88fa,7088,7128,7116,7116,false,true
01f992ecbf6a4fa2a981b90c1f10f1cf,312457,311210,663,663,false,true
01fa02735d883ed211e631e3993e1237,220607,1094062,1096437,374,false,false
01fae95d96a65710865f74254445ac0e,370522,393843,147,147,false,true
01fca1320cb0087f2db7c409a50b180f,279541,25406,1318,1318,false,true
0200692d958fc2174a69f66a4db94bbc,93,93,1750323,1750323,true,true
02047254a403355d5cbcac337722bf83,3229,930,159,159,false,true
0204e22504c9c9e73b9b6b52a9301546,2042,2356,38969,38969,false,true
